Vehicle Type/Size, Vehicle Color, Vehicle Movement Direction, Vehicle Speed (km/h)
car,down,79.57790586683485
surfboard,down,69.56191168891058
truck,down,65.0473333288122
truck,down,43.2798957824707
truck,up,n.a.
car,down,28.379889594184032
car,down,39.80215920342339
